,Name,NetWorth,Country,Source,Rank,Age,Industry
2068,Ke Xiping & family,$1.5 B,China,investments,2035,60.0,Diversified
2069,Kim Jun-ki,$1.5 B,South Korea,diversified,2035,76.0,Diversified
2070,Seth Klarman,$1.5 B,United States,investments,2035,63.0,Finance & Investments
2071,Pyotr Kondrashev,$1.5 B,Russia,investments,2035,71.0,Manufacturing
2072,Raymond Kwok,$1.5 B,Hong Kong,real estate,2035,67.0,Real Estate
2073,Heikki Kyostila,$1.5 B,Finland,dental products,2035,75.0,Healthcare
2074,Arvind Lal,$1.5 B,India,medical diagnostics,2035,71.0,Healthcare
2075,Anthony Langley,$1.5 B,United Kingdom,manufacturing,2035,66.0,Diversified
2076,Christian Latouche,$1.5 B,France,accounting services,2035,80.0,Finance & Investments
2077,Gary Lauder,$1.5 B,United States,Estée Lauder,2035,58.0,Fashion & Retail
2078,James Leininger,$1.5 B,United States,medical products,2035,76.0,Healthcare
2079,Lin Zhijun,$1.5 B,China,medical devices,2035,45.0,Healthcare
2080,Lin Zhixiong & family,$1.5 B,China,medical devices,2035,47.0,Healthcare
2081,Vladimir Litvinenko,$1.5 B,Russia,chemical industry,2035,65.0,Manufacturing
2082,Liu Xiucai & family,$1.5 B,United States,chemicals,2035,64.0,Manufacturing
2083,Lu Zongjun,$1.5 B,China,logistics,2035,57.0,Logistics
2084,Duncan MacMillan,$1.5 B,United States,Bloomberg LP,2035,83.0,Finance & Investments
2085,Youssef Mansour,$1.5 B,Egypt,diversified,2035,75.0,Diversified
2086,George Marcus,$1.5 B,United States,real estate,2035,79.0,Real Estate
2087,Strive Masiyiwa,$1.5 B,Zimbabwe,telecom,2035,60.0,Telecom
2088,Billy Joe (Red) McCombs,$1.5 B,United States,"real estate, oil, cars, sports",2035,93.0,Diversified
2089,Lorinc Meszaros,$1.5 B,Hungary,diversified,2035,55.0,Diversified
2090,Jerry Moyes,$1.5 B,United States,transportation,2035,77.0,Logistics
2091,Marius Nacht,$1.5 B,Israel,software,2035,55.0,Technology
2092,Ezra Nahmad,$1.5 B,Monaco,art,2035,75.0,Finance & Investments
2093,Niti Osathanugrah,$1.5 B,Thailand,"energy drinks,investments",2035,47.0,Finance & Investments
2094,Alberto Palatchi,$1.5 B,Spain,wedding dresses,2035,71.0,Fashion & Retail
2095,Sushilkumar Parekh,$1.5 B,India,adhesives,2035,88.0,Manufacturing
2096,Lirio Parisotto,$1.5 B,Brazil,investments,2035,67.0,Finance & Investments
2097,Mark Pincus,$1.5 B,United States,online games,2035,55.0,Technology
2098,Michael Polsky,$1.5 B,United States,Electric power,2035,72.0,Energy
2099,P.V.Krishna Reddy,$1.5 B,India,infrastructure,2035,51.0,Construction & Engineering
2100,Prathap Reddy,$1.5 B,India,healthcare,2035,89.0,Healthcare
2101,Satish Reddy,$1.5 B,India,pharmaceuticals,2035,53.0,Healthcare
2102,Ren Jinsheng & family,$1.5 B,China,pharmaceutical,2035,58.0,Healthcare
2103,Helena Revoredo,$1.5 B,Spain,security services,2035,74.0,Service
2104,Matthew Roszak,$1.5 B,United States,cryptocurrency,2035,48.0,Finance & Investments
2105,Vinod Saraf,$1.5 B,India,chemicals,2035,68.0,Manufacturing
2106,Fayez Sarofim,$1.5 B,United States,money management,2035,92.0,Finance & Investments
2107,Steven Schuurman,$1.5 B,Netherlands,software,2035,45.0,Technology
2108,Basudeo Singh,$1.5 B,India,pharmaceuticals,2035,80.0,Healthcare
2109,Ryan Smith,$1.5 B,United States,cloud computing,2035,42.0,Technology
2110,Peter Sondakh,$1.5 B,Indonesia,investments,2035,71.0,Finance & Investments
2111,Sun Qinghuan,$1.5 B,China,lighting,2035,47.0,Technology
2112,Sun Yonghui,$1.5 B,China,LCD main board,2035,50.0,Technology
2113,Luc Tack,$1.5 B,Belgium,"textile, chemicals",2035,59.0,Manufacturing
2114,Fernando Trajano,$1.5 B,Brazil,retail,2035,,Fashion & Retail
2115,August Troendle,$1.5 B,United States,pharmaceutical services,2035,65.0,Healthcare
2116,Kenny Troutt,$1.5 B,United States,telecom,2035,73.0,Telecom
2117,John Van Lieshout,$1.5 B,Australia,real estate,2035,75.0,Real Estate
2118,Radha Vembu,$1.5 B,India,business software,2035,48.0,Technology
2119,Wang Huiwen,$1.5 B,China,e-commerce,2035,43.0,Technology
2120,Wang Wenbiao,$1.5 B,China,"natural gas, fertilizers",2035,64.0,Manufacturing
2121,Wang Yaohai,$1.5 B,China,lighting,2035,54.0,Technology
2122,Wang Zelong,$1.5 B,China,chemicals,2035,24.0,Metals & Mining
2123,Wang Zhentao & family,$1.5 B,China,vaccine & shoes,2035,55.0,Healthcare
2124,Wen Yilong,$1.5 B,China,e-cigarettes,2035,32.0,Manufacturing
2125,Thomas Wu,$1.5 B,Taiwan,finance,2035,71.0,Finance & Investments
2126,Wu Zhenxing,$1.5 B,China,soy sauce,2035,51.0,Food & Beverage
2127,Xiang Guangming & family,$1.5 B,China,waste disposal,2035,57.0,Manufacturing
2128,Xu Gang,$1.5 B,China,Chemicals,2035,57.0,Manufacturing
2129,Xu Wanmao,$1.5 B,China,education,2035,76.0,Service
2130,Jane Yan & family,$1.5 B,China,software,2035,51.0,Technology
2131,Ye Cheng,$1.5 B,China,conglomerate,2035,59.0,Diversified
2132,Yi Dasheng,$1.5 B,China,conglomerate,2035,60.0,Diversified
2133,Yu Rong,$1.5 B,China,health clinics,2035,49.0,Healthcare
2134,Yuan Zhimin & family,$1.5 B,China,plastics,2035,60.0,Manufacturing
2135,Zeng Chaolin,$1.5 B,China,Aluminium,2035,38.0,Metals & Mining
2136,Zhong Sheng Jian,$1.5 B,Singapore,real estate,2035,63.0,Real Estate
2137,Zhou Jian,$1.5 B,China,robotics,2035,44.0,Technology
2138,Zhu Yiming,$1.5 B,China,semiconductors,2035,48.0,Technology
2139,Zhuang Kuilong & family,$1.5 B,China,polyester,2035,58.0,Manufacturing
2140,Anu Aga,$1.4 B,India,engineering,2141,78.0,Construction & Engineering
2141,Farkhad Akhmedov,$1.4 B,Russia,investments,2141,65.0,Energy
2142,Alberto Alcocer,$1.4 B,Spain,investments,2141,78.0,Finance & Investments
2143,Alexandra Andresen,$1.4 B,Norway,investments,2141,24.0,Diversified
2144,Katharina Andresen,$1.4 B,Norway,investments,2141,25.0,Diversified
2145,Mori Arkin,$1.4 B,Israel,pharmaceuticals,2141,68.0,Healthcare
2146,Clifford Asness,$1.4 B,United States,money management,2141,54.0,Finance & Investments
2147,Nigel Austin,$1.4 B,Australia,retail,2141,50.0,Fashion & Retail
2148,Ziv Aviram,$1.4 B,Israel,automotive technology,2141,62.0,Automotive
2149,Louis Bacon,$1.4 B,United States,hedge funds,2141,64.0,Finance & Investments
2150,Samuel Barata,$1.4 B,Brazil,drugstores,2141,83.0,Fashion & Retail
2151,Angela Bennett,$1.4 B,Australia,mining,2141,77.0,Metals & Mining
2152,Maurizio Billi,$1.4 B,Brazil,generic drugs,2141,63.0,Healthcare
2153,Zadik Bino & family,$1.4 B,Israel,"banking, oil",2141,77.0,Diversified
2154,Anna Maria Braun,$1.4 B,Germany,medical technology,2141,42.0,Healthcare
2155,Johanna Braun,$1.4 B,Germany,medical technology,2141,41.0,Healthcare
2156,Karl Friedrich Braun,$1.4 B,Germany,medical technology,2141,38.0,Healthcare
2157,Cai Hao & family,$1.4 B,China,solar energy,2141,50.0,Manufacturing
2158,Binod Chaudhary,$1.4 B,Nepal,diversified,2141,65.0,Diversified
2159,Chen Liying,$1.4 B,China,package delivery,2141,45.0,Logistics
2160,Chen Qixing,$1.4 B,China,electronics components,2141,61.0,Technology
2161,Chen Zhuolin,$1.4 B,China,real estate,2141,59.0,Real Estate
2162,Fernando Chico Pardo,$1.4 B,Mexico,airport management,2141,69.0,Service
2163,Jean-Paul Clozel,$1.4 B,Switzerland,pharmaceuticals,2141,66.0,Healthcare
2164,Jim Crane,$1.4 B,United States,"logistics, baseball",2141,67.0,Sports
2165,Ana Lucia de Mattos Barretto Villela,$1.4 B,Brazil,banking,2141,47.0,Finance & Investments
2166,Darwin Deason,$1.4 B,United States,software,2141,80.0,Service
2167,Sefik Yilmaz Dizdar,$1.4 B,Turkey,fashion retail,2141,83.0,Fashion & Retail
2168,James Duff,$1.4 B,United States,"tires, diversified",2141,60.0,Diversified
2169,Thomas Duff,$1.4 B,United States,"tires, diversified",2141,64.0,Diversified
2170,Keith Dunleavy & family,$1.4 B,United States,health IT,2141,51.0,Healthcare
2171,Fang Zhancheng,$1.4 B,China,soy sauce,2141,,Food & Beverage
2172,Lloyd Frink,$1.4 B,United States,Zillow,2141,56.0,Real Estate
2173,Gao Yunfeng,$1.4 B,China,industrial lasers,2141,54.0,Manufacturing
2174,Jayme Garfinkel,$1.4 B,Brazil,insurance,2141,75.0,Finance & Investments
2175,Balkrishan Goenka,$1.4 B,India,textiles,2141,54.0,Manufacturing
2176,Jitse Groen,$1.4 B,Netherlands,food delivery service,2141,42.0,Food & Beverage
2177,Mimi Haas,$1.4 B,United States,Levi's jeans,2141,74.0,Fashion & Retail
2178,Richard Hayne,$1.4 B,United States,Urban Outfitters,2141,73.0,Fashion & Retail
2179,He Ningning,$1.4 B,China,electronic components,2141,50.0,Manufacturing
2180,He Yamin & family,$1.4 B,China,manufacturing,2141,64.0,Manufacturing
2181,Timothy Headington,$1.4 B,United States,"oil & gas, investments",2141,70.0,Energy
2182,Christian Herz,$1.4 B,Germany,coffee,2141,,Finance & Investments
2183,Michaela Herz,$1.4 B,Germany,coffee,2141,,Finance & Investments
2184,Daniel Hirschfeld,$1.4 B,United States,fashion retail,2141,79.0,Fashion & Retail
2185,Francis Holder,$1.4 B,France,bakeries,2141,80.0,Food & Beverage
2186,Hu Chengzhong,$1.4 B,China,manufacturing,2141,60.0,Manufacturing
2187,Hu Gengxi & family,$1.4 B,China,Bio-Pharma,2141,57.0,Healthcare
2188,Huang Hongyun & family,$1.4 B,China,real estate,2141,54.0,Real Estate
2189,Huang Jian,$1.4 B,China,home appliance,2141,54.0,Manufacturing
2190,Huang Weibin,$1.4 B,China,home appliances,2141,53.0,Manufacturing
2191,Huang Xiaofen & family,$1.4 B,China,printed circuit boards,2141,59.0,Technology
2192,Archie Hwang,$1.4 B,Taiwan,semiconductors,2141,68.0,Technology
2193,Jay-Z,$1.4 B,United States,Multiple,2141,51.0,Media & Entertainment
2194,Johan Johannson,$1.4 B,Norway,grocery stores,2141,54.0,Fashion & Retail
2195,Scott Kapnick,$1.4 B,United States,private equity,2141,62.0,Finance & Investments
2196,Sidney Kimmel,$1.4 B,United States,retail,2141,93.0,Fashion & Retail
2197,Christine Knauf,$1.4 B,Germany,building materials,2141,,Manufacturing
2198,Karl Knauf,$1.4 B,Germany,building materials,2141,,Manufacturing
2199,Andrei Kosogov,$1.4 B,Russia,Banking,2141,60.0,Energy
2200,Guilherme Peirao Leal,$1.4 B,Brazil,cosmetics,2141,71.0,Fashion & Retail
2201,Theodore Leonsis,$1.4 B,United States,sports teams,2141,65.0,Sports
2202,Li Denghai,$1.4 B,China,seed production,2141,71.0,Food & Beverage
2203,Liang Qin & family,$1.4 B,China,semiconductor devices,2141,49.0,Technology
2204,Liang Yaoming,$1.4 B,China,diagnostics,2141,57.0,Healthcare
2205,Liu Hua,$1.4 B,China,infant formula,2141,48.0,Food & Beverage
2206,Liu Xuejing & family,$1.4 B,China,"copper, poultry",2141,70.0,Diversified
2207,Anatoly Lomakin,$1.4 B,Russia,investments,2141,68.0,Metals & Mining
2208,Lu Rongfu,$1.4 B,China,telecommunication,2141,50.0,Telecom
2209,Antonio Marcegaglia,$1.4 B,Italy,steel,2141,57.0,Metals & Mining
2210,Emma Marcegaglia,$1.4 B,Italy,steel,2141,55.0,Metals & Mining
2211,Ilson Mateus,$1.4 B,Brazil,supermarkets,2141,58.0,Fashion & Retail
2212,Terence (Terry) Matthews,$1.4 B,Canada,telecom,2141,78.0,Telecom
2213,Trevor Milton,$1.4 B,United States,★,2141,39.0,Automotive
2214,Nirmal Minda,$1.4 B,India,auto parts,2141,63.0,Automotive
2215,Robert Mouawad,$1.4 B,Lebanon,fine jewelry,2141,76.0,Service
2216,Judith Neilson,$1.4 B,Australia,investments,2141,75.0,Finance & Investments
2217,Kerr Neilson,$1.4 B,Australia,Investments,2141,71.0,Finance & Investments
2218,Vadim Novinsky,$1.4 B,Ukraine,steel,2141,57.0,Metals & Mining
2219,John Ocampo,$1.4 B,United States,semiconductors,2141,62.0,Technology
2220,Jonathan Oringer,$1.4 B,United States,stock photos,2141,46.0,Technology
2221,Andreas Pohl,$1.4 B,Germany,mutual funds,2141,56.0,Finance & Investments
2222,"Reinfried Pohl, Jr.",$1.4 B,Germany,mutual funds,2141,61.0,Finance & Investments
2223,Qi Jinxing,$1.4 B,China,real estate,2141,59.0,Real Estate
2224,Qian Jinghong,$1.4 B,China,electric scooters,2141,48.0,Automotive
2225,Vito Rodriguez Rodriguez,$1.4 B,Peru,processed milk,2141,82.0,Diversified
2226,Oliver Samwer,$1.4 B,Germany,tech investments,2141,47.0,Technology
2227,Martin Selig,$1.4 B,United States,real estate,2141,83.0,Real Estate
2228,Airat Shaimiev,$1.4 B,Russia,"refinery, chemicals",2141,59.0,Energy
2229,Amnon Shashua,$1.4 B,Israel,automotive technology,2141,60.0,Automotive
2230,Nobutoshi Shimamura,$1.4 B,Japan,retail,2141,95.0,Fashion & Retail
2231,Michael Spencer,$1.4 B,United Kingdom,stock exchange,2141,65.0,Finance & Investments
2232,Edward Stack,$1.4 B,United States,Dick's Sporting Goods,2141,66.0,Fashion & Retail
2233,Thomas Steyer,$1.4 B,United States,hedge funds,2141,63.0,Finance & Investments
2234,Tan Ruiqing,$1.4 B,China,chemicals,2141,54.0,Manufacturing
2235,Itaru Tanimura,$1.4 B,Japan,heathcare,2141,56.0,Healthcare
2236,Sukanto Tanoto,$1.4 B,Indonesia,diversified,2141,71.0,Diversified
2237,Alexander Tedja,$1.4 B,Indonesia,real estate,2141,75.0,Real Estate
2238,Jim Thompson,$1.4 B,United States,logistics,2141,81.0,Logistics
2239,Jonathan Tisch,$1.4 B,United States,"insurance, NFL team",2141,67.0,Diversified
2240,Wilma Tisch,$1.4 B,United States,diversified,2141,93.0,Finance & Investments
2241,Gisele Trajano,$1.4 B,Brazil,retail,2141,,Fashion & Retail
2242,Jayshree Ullal,$1.4 B,United States,computer networking,2141,60.0,Technology
2243,Vardis Vardinoyannis & family,$1.4 B,Greece,oil and gas,2141,88.0,Energy
2244,Sunny Varkey,$1.4 B,India,education,2141,63.0,Service
2245,Wang Jianfeng & family,$1.4 B,China,auto parts,2141,51.0,Automotive
2246,Wang Junjin,$1.4 B,China,airline,2141,52.0,Service
2247,Wang Mingwang,$1.4 B,China,electronics components,2141,53.0,Manufacturing
2248,Wang Xiaoshen,$1.4 B,China,lithium,2141,52.0,Manufacturing
2249,Werner O. Weber,$1.4 B,Switzerland,electronic components,2141,82.0,Manufacturing
2250,Drorit Wertheim,$1.4 B,Israel,Coca Cola Israel,2141,65.0,Food & Beverage
2251,"Alfred West, Jr.",$1.4 B,United States,money management,2141,78.0,Finance & Investments
2252,Wu Po Sum,$1.4 B,China,real estate,2141,70.0,Real Estate
2253,Xie Ketao,$1.4 B,China,education,2141,57.0,Service
2254,Swift Xie,$1.4 B,China,drones,2141,41.0,Technology
2255,Yu Guo,$1.4 B,China,education,2141,59.0,Service
2256,"Richard Yuengling, Jr.",$1.4 B,United States,beer,2141,78.0,Food & Beverage
2257,Clayton Zekelman,$1.4 B,Canada,steel,2141,52.0,Manufacturing
2258,Zheng Hong & family,$1.4 B,China,electronics,2141,70.0,Technology
2259,Shusheng Zheng,$1.4 B,China,telecom,2141,55.0,Telecom
2260,Zhuo Jun,$1.4 B,Hong Kong,printed circuit boards,2141,55.0,Manufacturing
2261,Inigo Zobel,$1.4 B,Philippines,Diversified,2141,64.0,Diversified
2262,Sanjay Agarwal,$1.3 B,India,banking,2263,50.0,Finance & Investments
2263,Hamad bin Jassim bin Jaber Al Thani,$1.3 B,Qatar,investments,2263,61.0,Finance & Investments
2264,Nerio Alessandri,$1.3 B,Italy,gym equipment,2263,59.0,Manufacturing
2265,Mika Anttonen,$1.3 B,Finland,oil & gas,2263,54.0,Energy
2266,Ryuji Arai,$1.3 B,Japan,appliances,2263,74.0,Manufacturing
2267,Mehmet Aydinlar,$1.3 B,Turkey,hospitals,2263,64.0,Healthcare
2268,Achal Bakeri,$1.3 B,India,air coolers,2263,61.0,Manufacturing
2269,Elena Baturina,$1.3 B,Russia,"investments, real estate",2263,58.0,Construction & Engineering
2270,Othman Benjelloun & family,$1.3 B,Morocco,"banking, insurance",2263,88.0,Finance & Investments
2271,Oleg Boyko,$1.3 B,Russia,diversified,2263,56.0,Diversified
2272,Ludwig Theodor Braun,$1.3 B,Germany,medical technology,2263,31.0,Healthcare
2273,Ana Maria Brescia Cafferata,$1.3 B,Peru,"mining, banking",2263,96.0,Diversified
2274,Chris Britt,$1.3 B,United States,fintech,2263,48.0,Finance & Investments
2275,Rafal Brzoska,$1.3 B,Poland,parcel lockers,2263,43.0,Logistics
2276,Chuck Bundrant,$1.3 B,United States,fishing,2263,79.0,Food & Beverage
2277,Pradip Burman,$1.3 B,India,consumer goods,2263,78.0,Food & Beverage
2278,Cao Xiaochun,$1.3 B,China,pharmaceuticals,2263,52.0,Healthcare
2279,Chang Pyung-soon,$1.3 B,South Korea,educational services,2263,70.0,Service
2280,Jeffrey Cheah,$1.3 B,Malaysia,property,2263,76.0,Real Estate
2281,Vivien Chen,$1.3 B,Hong Kong,real estate,2263,62.0,Real Estate
2282,Cheng Lili,$1.3 B,China,poultry breeding,2263,56.0,Food & Beverage
2283,Cho Jung-ho,$1.3 B,South Korea,finance,2263,62.0,Finance & Investments
2284,Cho Jyh-jer,$1.3 B,Taiwan,semiconductors,2263,,Technology
2285,Chu Jian,$1.3 B,China,Manufacturing,2263,58.0,Manufacturing
2286,Eduard Chukhlebov,$1.3 B,Russia,metallurgy,2263,57.0,Metals & Mining
2287,Turgay Ciner,$1.3 B,Turkey,diversified,2263,65.0,Diversified
2288,Tim Cook,$1.3 B,United States,Apple,2263,60.0,Technology
2289,Richard Desmond,$1.3 B,United Kingdom,publishing,2263,69.0,Media & Entertainment
2290,Du Shuanghua,$1.3 B,China,steel,2263,56.0,Manufacturing
2291,Egon Durban,$1.3 B,United States,private equity,2263,47.0,Finance & Investments
2292,Eduardo Eurnekian,$1.3 B,Argentina,"airports, investments",2263,88.0,Diversified
2293,Fan Minhua,$1.3 B,China,pharmaceuticals,2263,59.0,Healthcare
2294,Feng Chenhui,$1.3 B,United States,Electronics,2263,55.0,Technology
2295,Feng Yi,$1.3 B,China,software,2263,47.0,Technology
2296,John Goff,$1.3 B,United States,real estate,2263,66.0,Real Estate
2297,Kenneth Hao,$1.3 B,United States,private equity,2263,52.0,Finance & Investments
2298,Ayman Hariri,$1.3 B,Lebanon,"construction, investments",2263,42.0,Construction & Engineering
2299,Michael Heine,$1.3 B,Australia,financial services,2263,71.0,Finance & Investments
2300,Eduardo Hochschild,$1.3 B,Peru,mining,2263,57.0,Metals & Mining
2301,Huang Dawen,$1.3 B,Hong Kong,silicon,2263,60.0,Manufacturing
2302,Huang Shan,$1.3 B,China,software,2263,50.0,Technology
2303,Jiang Ganjun,$1.3 B,China,home & office products,2263,57.0,Manufacturing
2304,Conni Jonsson,$1.3 B,Sweden,asset management,2263,60.0,Finance & Investments
2305,Zbigniew Juroszek & family,$1.3 B,Poland,"real estate, gambling",2263,58.0,Diversified
2306,André Kasprzak,$1.3 B,Denmark,shoes,2263,34.0,Fashion & Retail
2307,Anna Kasprzak,$1.3 B,Denmark,shoes,2263,31.0,Fashion & Retail
2308,Peter Kelly,$1.3 B,United Kingdom,I.T.,2263,63.0,Technology
2309,Kim Nam-jung,$1.3 B,South Korea,food,2263,48.0,Food & Beverage
2310,Hemendra Kothari,$1.3 B,India,Financial Services,2263,74.0,Finance & Investments
2311,Michael Krasny,$1.3 B,United States,retail,2263,67.0,Technology
2312,Igor Kudryashkin,$1.3 B,Russia,metallurgy,2263,59.0,Metals & Mining
2313,Bernard Lewis & family,$1.3 B,United Kingdom,fashion retailer,2263,95.0,Fashion & Retail
2314,Li Tan,$1.3 B,China,pharmaceuticals,2263,56.0,Healthcare
2315,Liang Guangwei,$1.3 B,China,conglomerate,2263,57.0,Manufacturing
2316,Liang Jiankun & family,$1.3 B,China,cobalt mining,2263,59.0,Metals & Mining
2317,Liu Jilu & family,$1.3 B,China,Logistics,2263,74.0,Logistics
2318,Mangal Prabhat Lodha,$1.3 B,India,real estate,2263,65.0,Real Estate
2319,Brandt Louie,$1.3 B,Canada,drugstores,2263,77.0,Food & Beverage
2320,Lu Hongyan,$1.3 B,China,online games,2263,43.0,Media & Entertainment
2321,Zhaoxi Lu,$1.3 B,China,e-commerce,2263,52.0,Technology
2322,Ma Renhe,$1.3 B,China,"textiles, apparel",2263,61.0,Fashion & Retail
2323,Deepak Mehta,$1.3 B,India,chemicals,2263,64.0,Manufacturing
2324,Ulrike Meister,$1.3 B,Germany,appliances,2263,54.0,Manufacturing
2325,Lidiya Mikhailova & family,$1.3 B,Russia,agribusiness,2263,63.0,Food & Beverage
2326,Alan Miller & family,$1.3 B,United States,healthcare services,2263,83.0,Healthcare
2327,Martin Moller Nielsen,$1.3 B,Denmark,aircraft leasing,2263,56.0,Logistics
2328,Greg Mondre,$1.3 B,United States,private equity,2263,46.0,Finance & Investments
2329,Yoshiko Mori,$1.3 B,Japan,real estate,2263,80.0,Real Estate
2330,Bob Muglia,$1.3 B,United States,software,2263,61.0,Technology
2331,George Alexander Muthoot,$1.3 B,India,financial services,2263,65.0,Finance & Investments
2332,George Jacob Muthoot,$1.3 B,India,financial services,2263,68.0,Finance & Investments
2333,George Thomas Muthoot,$1.3 B,India,financial services,2263,70.0,Finance & Investments
2334,Ranjan Pai,$1.3 B,India,education,2263,48.0,Service
2335,Antonio Percassi,$1.3 B,Italy,"real estate, diversified",2263,67.0,Diversified
2336,Stefan Pierer,$1.3 B,Austria,automotive,2263,64.0,Automotive
2337,Qiu Minxiu,$1.3 B,China,semiconductors,2263,75.0,Technology
2338,Lily Safra,$1.3 B,Monaco,banking,2263,83.0,Finance & Investments
2339,Nobutada Saji,$1.3 B,Japan,beverages,2263,75.0,Food & Beverage
2340,Thomas Sandell,$1.3 B,Sweden,hedge funds,2263,60.0,Finance & Investments
2341,Penny Sanford,$1.3 B,United States,real estate brokerage,2263,55.0,Real Estate
2342,Ilya Scherbovich,$1.3 B,Russia,investments,2263,46.0,Finance & Investments
2343,Gerald Schwartz,$1.3 B,Canada,finance,2263,79.0,Finance & Investments
2344,Anatoly Sedykh,$1.3 B,Russia,steel pipes,2263,56.0,Metals & Mining
2345,Radik Shaimiev,$1.3 B,Russia,"refinery, chemicals",2263,56.0,Energy
2346,Shao Xiaofeng,$1.3 B,China,e-commerce,2263,55.0,Technology
2347,Shi Xu,$1.3 B,Singapore,technology,2263,57.0,Technology
2348,Shin Chang-jae,$1.3 B,South Korea,insurance,2263,67.0,Finance & Investments
2349,Ron Sim,$1.3 B,Singapore,retail,2263,62.0,Fashion & Retail
2350,Jasminder Singh & family,$1.3 B,United Kingdom,hotels,2263,70.0,Real Estate
2351,Jared Smith,$1.3 B,United States,cloud computing,2263,46.0,Technology
2352,Terry Snow,$1.3 B,Australia,"airports, real estate",2263,77.0,Real Estate
2353,Petter Stordalen & family,$1.3 B,Norway,hotels,2263,58.0,Service
2354,Dirk Stroeer,$1.3 B,Germany,advertising,2263,52.0,Media & Entertainment
2355,Satoshi Suzuki,$1.3 B,Japan,cosmetics,2263,67.0,Fashion & Retail
2356,Tang Zhuang,$1.3 B,United States,electronics,2263,48.0,Technology
2357,Joop van den Ende,$1.3 B,Netherlands,TV shows,2263,79.0,Media & Entertainment
2358,Masaru Wasami,$1.3 B,Japan,logistics,2263,75.0,Logistics
2359,Wei Shaojun,$1.3 B,China,real estate,2263,58.0,Real Estate
2360,Farris Wilks,$1.3 B,United States,natural gas,2263,69.0,Energy
2361,Whitney Wolfe Herd,$1.3 B,United States,dating app,2263,31.0,Technology
2362,Wu Yonghua,$1.3 B,China,apparel,2263,50.0,Fashion & Retail
2363,Xia Shudong,$1.3 B,China,IT service,2263,48.0,Technology
2364,Xiong Jun & family,$1.3 B,China,pharmaceuticals,2263,47.0,Healthcare
2365,Xu Guangfu & family,$1.3 B,China,Daqo Group,2263,78.0,Energy
2366,Yang Keng,$1.3 B,China,real estate,2263,60.0,Real Estate
2367,Luis Enrique Yarur Rey,$1.3 B,Chile,banking,2263,70.0,Finance & Investments
2368,Ye Qiongjiu,$1.3 B,China,software,2263,66.0,Technology
2369,Yeh Kuo-I,$1.3 B,Taiwan,manufacturing,2263,79.0,Manufacturing
2370,Yu Bangping & family,$1.3 B,China,coal mining,2263,53.0,Metals & Mining
2371,Yu Jinkun & family,$1.3 B,China,transportation equipment,2263,78.0,Manufacturing
2372,Patrick Zalupski,$1.3 B,United States,homebuilding,2263,40.0,Real Estate
2373,Zhang Gongyun,$1.3 B,China,tyre manufacturing machinery,2263,58.0,Manufacturing
2374,Zhou Chengjian,$1.3 B,China,fashion retail,2263,55.0,Fashion & Retail
2375,Zhou Xiayun & family,$1.3 B,China,Education,2263,66.0,Service
2376,Zhu Tao,$1.3 B,China,pharmaceutical,2263,48.0,Healthcare
2377,Aras Agalarov,$1.2 B,Russia,real estate,2378,65.0,Fashion & Retail
2378,Syed Mokhtar AlBukhary,$1.2 B,Malaysia,"engineering, energy, construction",2378,69.0,Construction & Engineering
2379,Anant Asavabhokin,$1.2 B,Thailand,real estate,2378,70.0,Real Estate
2380,Thomas Bailey,$1.2 B,United States,money management,2378,84.0,Finance & Investments
2381,Shay Banon,$1.2 B,Israel,search engine,2378,43.0,Technology
2382,Sachin Bansal,$1.2 B,India,flipkart,2378,39.0,Fashion & Retail
2383,Christian Bertermann,$1.2 B,Germany,used car sales,2378,37.0,Automotive
2384,Cao Kejian,$1.2 B,China,air compressors,2378,58.0,Manufacturing
2385,Edouard Carmignac,$1.2 B,France,asset management,2378,73.0,Finance & Investments
2386,Chen Gang,$1.2 B,China,solar energy,2378,53.0,Energy
2387,Chen Tianqiao,$1.2 B,China,online games,2378,47.0,Technology
2388,Henry Cheng,$1.2 B,Hong Kong,diversified,2378,74.0,Diversified
2389,Cheng Wei,$1.2 B,China,ride-hailing service,2378,38.0,Service
2390,Chey Ki-won,$1.2 B,South Korea,"computer services, telecom",2378,56.0,Technology
2391,Chua Thian Poh,$1.2 B,Singapore,real estate,2378,72.0,Real Estate
2392,Ronald Clarke,$1.2 B,United States,payments technology,2378,65.0,Technology
2393,Sandor Csanyi,$1.2 B,Hungary,"finance, real estate",2378,68.0,Diversified
2394,Diego Della Valle,$1.2 B,Italy,shoes,2378,67.0,Fashion & Retail
2395,Deng Hui & family,$1.2 B,United States,software,2378,58.0,Technology
2396,Carl DeSantis,$1.2 B,United States,energy drink,2378,81.0,Food & Beverage
2397,Mathias Doepfner,$1.2 B,Germany,Media,2378,58.0,Media & Entertainment
2398,Aydin Dogan,$1.2 B,Turkey,media,2378,84.0,Media & Entertainment
2399,Marek Dospiva,$1.2 B,Czechia,investments,2378,51.0,Finance & Investments
2400,Wesley Edens,$1.2 B,United States,investments,2378,59.0,Finance & Investments
2401,Wolfgang Egger,$1.2 B,Germany,real estate,2378,55.0,Real Estate
2402,Gabriel Escarrer,$1.2 B,Spain,hotels,2378,86.0,Service
2403,Fan Zhaoxia & family,$1.2 B,China,photovoltaic equipment,2378,53.0,Energy
2404,Clement Fayat & family,$1.2 B,France,construction,2378,89.0,Construction & Engineering
